t_s,background_limit,background_inflight,local_pending_depth,vllm_running,vllm_waiting,controller_action,repeat_id,mode,background_offered_rps
28.37463204699816,46,46,126,167.0,0.0,hold,backpressure-rep1,backpressure,16.0
28.887839646999055,46,46,132,168.0,0.0,hold,backpressure-rep1,backpressure,16.0
29.401010148998466,46,46,134,166.0,0.0,hold,backpressure-rep1,backpressure,16.0
29.906037496999488,47,46,137,167.0,0.0,increase,backpressure-rep1,backpressure,16.0
30.411896149998938,47,47,132,168.0,0.0,hold,backpressure-rep1,backpressure,16.0
30.923157868997805,47,47,127,170.0,0.0,hold,backpressure-rep1,backpressure,16.0
31.439965304998623,47,47,121,170.0,0.0,hold,backpressure-rep1,backpressure,16.0
31.944200885998725,48,47,116,170.0,0.0,increase,backpressure-rep1,backpressure,16.0
32.44792616699851,48,48,108,170.0,0.0,hold,backpressure-rep1,backpressure,16.0
32.952144847000454,48,48,107,170.0,0.0,hold,backpressure-rep1,backpressure,16.0
33.463584789999004,48,48,107,169.0,0.0,hold,backpressure-rep1,backpressure,16.0
33.97071513899937,49,48,106,170.0,0.0,increase,backpressure-rep1,backpressure,16.0
34.48871689899897,49,49,105,173.0,0.0,hold,backpressure-rep1,backpressure,16.0
34.99579667799844,49,49,104,172.0,0.0,hold,backpressure-rep1,backpressure,16.0
35.50689134300046,49,49,104,175.0,0.0,hold,backpressure-rep1,backpressure,16.0
36.011927917999856,50,49,103,176.0,0.0,increase,backpressure-rep1,backpressure,16.0
36.51690157799749,50,50,101,177.0,0.0,hold,backpressure-rep1,backpressure,16.0
37.02227042999948,50,50,96,178.0,0.0,hold,backpressure-rep1,backpressure,16.0
37.526483825997275,50,50,91,178.0,0.0,hold,backpressure-rep1,backpressure,16.0
38.03091217799738,51,50,85,177.0,0.0,increase,backpressure-rep1,backpressure,16.0
38.53742019999845,51,51,79,180.0,0.0,hold,backpressure-rep1,backpressure,16.0
39.04192078399865,51,51,74,179.0,0.0,hold,backpressure-rep1,backpressure,16.0
39.546095996000076,51,51,68,179.0,0.0,hold,backpressure-rep1,backpressure,16.0
40.052136020000034,52,51,62,179.0,0.0,increase,backpressure-rep1,backpressure,16.0
40.56859659499969,52,52,56,181.0,0.0,hold,backpressure-rep1,backpressure,16.0
41.07364658499864,52,52,55,181.0,0.0,hold,backpressure-rep1,backpressure,16.0
41.57806794499993,52,52,55,181.0,0.0,hold,backpressure-rep1,backpressure,16.0
42.09330858899921,53,52,53,181.0,0.0,increase,backpressure-rep1,backpressure,16.0
42.599950403997354,53,53,52,183.0,0.0,hold,backpressure-rep1,backpressure,16.0
43.11545380299867,53,53,52,185.0,0.0,hold,backpressure-rep1,backpressure,16.0
43.61940456799857,53,53,51,187.0,0.0,hold,backpressure-rep1,backpressure,16.0
44.12354868799957,54,53,50,189.0,0.0,increase,backpressure-rep1,backpressure,16.0
44.63996724699973,54,54,48,190.0,0.0,hold,backpressure-rep1,backpressure,16.0
45.14681666499746,54,54,43,189.0,0.0,hold,backpressure-rep1,backpressure,16.0
45.65329981299874,54,54,38,190.0,0.0,hold,backpressure-rep1,backpressure,16.0
46.16418513999815,55,54,33,188.0,0.0,increase,backpressure-rep1,backpressure,16.0
46.67743514299946,55,55,26,188.0,0.0,hold,backpressure-rep1,backpressure,16.0
47.18924300800063,55,55,21,188.0,0.0,hold,backpressure-rep1,backpressure,16.0
47.704899450000084,55,54,16,185.0,0.0,hold,backpressure-rep1,backpressure,16.0
48.222048871997686,56,54,11,186.0,0.0,increase,backpressure-rep1,backpressure,16.0
48.73739606500021,56,56,2,188.0,0.0,hold,backpressure-rep1,backpressure,16.0
49.249157035999815,56,55,0,187.0,0.0,hold,backpressure-rep1,backpressure,16.0
49.76282833799996,56,55,0,187.0,0.0,hold,backpressure-rep1,backpressure,16.0
50.27519794999898,57,54,0,185.0,0.0,increase,backpressure-rep1,backpressure,16.0
50.77904926499832,57,52,0,183.0,0.0,hold,backpressure-rep1,backpressure,16.0
51.284406013997796,57,52,0,182.0,0.0,hold,backpressure-rep1,backpressure,16.0
51.79174808499738,57,51,0,180.0,0.0,hold,backpressure-rep1,backpressure,16.0
52.30309473599846,58,50,0,179.0,0.0,increase,backpressure-rep1,backpressure,16.0
52.80717758299943,58,48,0,175.0,0.0,hold,backpressure-rep1,backpressure,16.0
53.310697124998114,58,44,0,170.0,0.0,hold,backpressure-rep1,backpressure,16.0
53.82305871000062,58,37,0,160.0,0.0,hold,backpressure-rep1,backpressure,16.0
54.336852476000786,59,30,0,149.0,0.0,increase,backpressure-rep1,backpressure,16.0
54.84157033500014,59,23,0,135.0,0.0,hold,backpressure-rep1,backpressure,16.0
55.35114085799796,59,15,0,118.0,0.0,hold,backpressure-rep1,backpressure,16.0
55.85484623400043,59,2,0,84.0,0.0,hold,backpressure-rep1,backpressure,16.0
56.35960367199732,60,0,0,61.0,0.0,increase,backpressure-rep1,backpressure,16.0
56.867660321000585,60,0,0,56.0,0.0,hold,backpressure-rep1,backpressure,16.0
57.37288100399746,60,0,0,55.0,0.0,hold,backpressure-rep1,backpressure,16.0
57.88149124299889,60,0,0,55.0,0.0,hold,backpressure-rep1,backpressure,16.0
58.388993090997246,61,0,0,56.0,0.0,increase,backpressure-rep1,backpressure,16.0
58.896089915997436,61,0,0,56.0,0.0,hold,backpressure-rep1,backpressure,16.0
59.403761210000084,61,0,0,56.0,0.0,hold,backpressure-rep1,backpressure,16.0
59.90825366699937,61,0,0,56.0,0.0,hold,backpressure-rep1,backpressure,16.0
60.41450811100003,62,0,0,32.0,0.0,increase,backpressure-rep1,backpressure,16.0
0.005283020000206307,32,0,0,0.0,0.0,hold,backpressure-rep2,backpressure,16.0
0.5105031759994745,32,0,0,31.0,0.0,hold,backpressure-rep2,backpressure,16.0
1.0197179269998742,32,0,0,62.0,0.0,hold,backpressure-rep2,backpressure,16.0
1.524776533999102,33,0,0,58.0,0.0,increase,backpressure-rep2,backpressure,16.0
2.031080164000741,33,0,0,57.0,0.0,hold,backpressure-rep2,backpressure,16.0
2.5366760280012386,33,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
3.041631383999629,33,0,0,58.0,0.0,hold,backpressure-rep2,backpressure,16.0
3.5495103190005466,34,0,0,56.0,0.0,increase,backpressure-rep2,backpressure,16.0
4.055244244002097,34,0,0,54.0,0.0,hold,backpressure-rep2,backpressure,16.0
4.559179324001889,34,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
5.065943481000431,34,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
5.571652841001196,35,0,0,56.0,0.0,increase,backpressure-rep2,backpressure,16.0
6.08205343300142,35,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
6.586528861000261,35,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
7.091071348000696,35,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
7.598027316998923,36,0,0,55.0,0.0,increase,backpressure-rep2,backpressure,16.0
8.102767240001413,36,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
8.61169717300072,36,0,0,54.0,0.0,hold,backpressure-rep2,backpressure,16.0
9.117855937001877,36,0,0,54.0,0.0,hold,backpressure-rep2,backpressure,16.0
9.624208556000667,37,0,0,55.0,0.0,increase,backpressure-rep2,backpressure,16.0
10.131253085000935,37,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
10.635671293999621,37,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
11.147887249000632,37,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
11.652444797000499,38,0,0,55.0,0.0,increase,backpressure-rep2,backpressure,16.0
12.157846619000338,38,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
12.663597460999881,38,0,0,54.0,0.0,hold,backpressure-rep2,backpressure,16.0
13.167180582000583,38,0,0,54.0,0.0,hold,backpressure-rep2,backpressure,16.0
13.671531833999325,39,0,0,56.0,0.0,increase,backpressure-rep2,backpressure,16.0
14.179932825001742,39,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
14.68687244100147,39,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
15.194428676000825,39,4,0,60.0,0.0,hold,backpressure-rep2,backpressure,16.0
15.74344223099979,40,12,0,68.0,0.0,increase,backpressure-rep2,backpressure,16.0
16.247396455000853,40,20,0,83.0,0.0,hold,backpressure-rep2,backpressure,16.0
16.751473280000937,40,28,1,98.0,0.0,hold,backpressure-rep2,backpressure,16.0
17.260207556999376,40,37,0,113.0,0.0,hold,backpressure-rep2,backpressure,16.0
17.764358307002112,41,40,5,124.0,0.0,increase,backpressure-rep2,backpressure,16.0
18.26876079399881,41,41,12,136.0,0.0,hold,backpressure-rep2,backpressure,16.0
18.780326101001265,41,41,20,145.0,0.0,hold,backpressure-rep2,backpressure,16.0
19.288365420001355,41,41,28,151.0,0.0,hold,backpressure-rep2,backpressure,16.0
19.800266188001842,42,41,36,154.0,0.0,increase,backpressure-rep2,backpressure,16.0
20.30726123400018,42,42,43,156.0,0.0,hold,backpressure-rep2,backpressure,16.0
20.81365109499893,42,42,50,158.0,0.0,hold,backpressure-rep2,backpressure,16.0
21.321248058000492,42,42,54,160.0,0.0,hold,backpressure-rep2,backpressure,16.0
21.824947419001546,43,42,58,160.0,0.0,increase,backpressure-rep2,backpressure,16.0
22.34219043000121,43,43,61,161.0,0.0,hold,backpressure-rep2,backpressure,16.0
22.846812056999624,43,43,64,162.0,0.0,hold,backpressure-rep2,backpressure,16.0
23.35307790799925,43,43,67,161.0,0.0,hold,backpressure-rep2,backpressure,16.0
23.863426486001117,44,43,69,160.0,0.0,increase,backpressure-rep2,backpressure,16.0
24.381031921999238,44,44,71,162.0,0.0,hold,backpressure-rep2,backpressure,16.0
24.893644181000127,44,44,75,162.0,0.0,hold,backpressure-rep2,backpressure,16.0
25.405038109001907,44,44,82,161.0,0.0,hold,backpressure-rep2,backpressure,16.0
25.91957512299996,45,44,90,161.0,0.0,increase,backpressure-rep2,backpressure,16.0
26.423574231001112,45,45,97,163.0,0.0,hold,backpressure-rep2,backpressure,16.0
26.928239911001583,45,45,105,164.0,0.0,hold,backpressure-rep2,backpressure,16.0
27.434123958999407,45,45,112,165.0,0.0,hold,backpressure-rep2,backpressure,16.0
27.942775335999613,46,45,121,165.0,0.0,increase,backpressure-rep2,backpressure,16.0
28.44734226500077,46,46,125,167.0,0.0,hold,backpressure-rep2,backpressure,16.0
28.956619298001897,46,46,129,168.0,0.0,hold,backpressure-rep2,backpressure,16.0
29.467980010998872,46,46,132,168.0,0.0,hold,backpressure-rep2,backpressure,16.0
29.983549665001192,47,46,136,169.0,0.0,increase,backpressure-rep2,backpressure,16.0
30.49713761900057,47,47,130,171.0,0.0,hold,backpressure-rep2,backpressure,16.0
31.01445934000003,47,47,125,170.0,0.0,hold,backpressure-rep2,backpressure,16.0
31.53898653700162,47,47,119,168.0,0.0,hold,backpressure-rep2,backpressure,16.0
32.04365809400042,48,47,114,170.0,0.0,increase,backpressure-rep2,backpressure,16.0
32.54744207100157,48,48,108,171.0,0.0,hold,backpressure-rep2,backpressure,16.0
33.061844217001635,48,48,107,171.0,0.0,hold,backpressure-rep2,backpressure,16.0
33.57902032800121,48,48,107,172.0,0.0,hold,backpressure-rep2,backpressure,16.0
34.09706963999997,49,48,106,172.0,0.0,increase,backpressure-rep2,backpressure,16.0
34.60081352799898,49,49,105,174.0,0.0,hold,backpressure-rep2,backpressure,16.0
35.1152646369992,49,49,104,174.0,0.0,hold,backpressure-rep2,backpressure,16.0
35.62432797600195,49,49,104,176.0,0.0,hold,backpressure-rep2,backpressure,16.0
36.12904362699919,50,49,101,175.0,0.0,increase,backpressure-rep2,backpressure,16.0
36.63415336300022,50,50,96,177.0,0.0,hold,backpressure-rep2,backpressure,16.0
37.13775991299917,50,50,93,179.0,0.0,hold,backpressure-rep2,backpressure,16.0
37.64208986200174,50,50,88,177.0,0.0,hold,backpressure-rep2,backpressure,16.0
38.15947574000165,51,50,83,178.0,0.0,increase,backpressure-rep2,backpressure,16.0
38.66328218700073,51,51,77,179.0,0.0,hold,backpressure-rep2,backpressure,16.0
39.17805381400103,51,51,72,176.0,0.0,hold,backpressure-rep2,backpressure,16.0
39.68449752200104,51,51,66,176.0,0.0,hold,backpressure-rep2,backpressure,16.0
40.196457353998994,52,51,59,176.0,0.0,increase,backpressure-rep2,backpressure,16.0
40.714842869001586,52,52,56,178.0,0.0,hold,backpressure-rep2,backpressure,16.0
41.21890587099915,52,52,55,179.0,0.0,hold,backpressure-rep2,backpressure,16.0
41.72607363499992,52,52,54,178.0,0.0,hold,backpressure-rep2,backpressure,16.0
42.23072212600164,53,52,53,180.0,0.0,increase,backpressure-rep2,backpressure,16.0
42.73658091000107,53,53,52,182.0,0.0,hold,backpressure-rep2,backpressure,16.0
43.25203637600134,53,53,51,183.0,0.0,hold,backpressure-rep2,backpressure,16.0
43.76608214999942,53,53,51,184.0,0.0,hold,backpressure-rep2,backpressure,16.0
44.283544612000696,54,53,47,185.0,0.0,increase,backpressure-rep2,backpressure,16.0
44.78766455300138,54,54,42,186.0,0.0,hold,backpressure-rep2,backpressure,16.0
45.299683663000906,54,54,39,187.0,0.0,hold,backpressure-rep2,backpressure,16.0
45.81376211400129,54,54,34,187.0,0.0,hold,backpressure-rep2,backpressure,16.0
46.32134778999898,55,54,29,187.0,0.0,increase,backpressure-rep2,backpressure,16.0
46.82512073600083,55,55,22,187.0,0.0,hold,backpressure-rep2,backpressure,16.0
47.3491776990013,55,55,18,188.0,0.0,hold,backpressure-rep2,backpressure,16.0
47.86178940600075,55,55,12,188.0,0.0,hold,backpressure-rep2,backpressure,16.0
48.37595721500111,56,55,5,187.0,0.0,increase,backpressure-rep2,backpressure,16.0
48.88799611500144,56,56,0,188.0,0.0,hold,backpressure-rep2,backpressure,16.0
49.40358428000036,56,55,0,187.0,0.0,hold,backpressure-rep2,backpressure,16.0
49.91352645599909,56,55,0,184.0,0.0,hold,backpressure-rep2,backpressure,16.0
50.417636162001145,57,54,0,182.0,0.0,increase,backpressure-rep2,backpressure,16.0
50.921302644001116,57,52,0,180.0,0.0,hold,backpressure-rep2,backpressure,16.0
51.42632746600066,57,51,0,177.0,0.0,hold,backpressure-rep2,backpressure,16.0
51.94057051100026,57,51,0,179.0,0.0,hold,backpressure-rep2,backpressure,16.0
52.444762818002346,58,47,0,175.0,0.0,increase,backpressure-rep2,backpressure,16.0
52.94928419899952,58,42,0,168.0,0.0,hold,backpressure-rep2,backpressure,16.0
53.461591930001305,58,38,0,162.0,0.0,hold,backpressure-rep2,backpressure,16.0
53.976695965000545,58,33,0,152.0,0.0,hold,backpressure-rep2,backpressure,16.0
54.489565371000936,59,24,0,137.0,0.0,increase,backpressure-rep2,backpressure,16.0
55.00502355400022,59,18,0,122.0,0.0,hold,backpressure-rep2,backpressure,16.0
55.512659431999055,59,8,0,97.0,0.0,hold,backpressure-rep2,backpressure,16.0
56.01844116000211,59,0,0,66.0,0.0,hold,backpressure-rep2,backpressure,16.0
56.5290050980002,60,0,0,56.0,0.0,increase,backpressure-rep2,backpressure,16.0
57.03484058200047,60,0,0,56.0,0.0,hold,backpressure-rep2,backpressure,16.0
57.542439327000466,60,0,0,57.0,0.0,hold,backpressure-rep2,backpressure,16.0
58.047285546999774,60,0,0,56.0,0.0,hold,backpressure-rep2,backpressure,16.0
58.554074875999504,61,0,0,55.0,0.0,increase,backpressure-rep2,backpressure,16.0
59.05868616999942,61,0,0,55.0,0.0,hold,backpressure-rep2,backpressure,16.0
59.56336378500055,61,0,0,56.0,0.0,hold,backpressure-rep2,backpressure,16.0
60.06959170100163,61,0,0,53.0,0.0,hold,backpressure-rep2,backpressure,16.0
60.57378555100149,62,0,0,22.0,0.0,increase,backpressure-rep2,backpressure,16.0
0.005403507999290014,32,0,0,0.0,0.0,hold,backpressure-rep3,backpressure,16.0
0.5094576779993076,32,0,0,31.0,0.0,hold,backpressure-rep3,backpressure,16.0
1.015638371998648,32,0,0,62.0,0.0,hold,backpressure-rep3,backpressure,16.0
1.525683776999358,33,0,0,58.0,0.0,increase,backpressure-rep3,backpressure,16.0
2.0311164150007244,33,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
2.5398519939990365,33,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
3.0446261930010223,33,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
3.552648394001153,34,0,0,55.0,0.0,increase,backpressure-rep3,backpressure,16.0
4.056961727997987,34,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
4.56137468399902,34,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
5.071598020000238,34,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
5.57632969900078,35,0,0,55.0,0.0,increase,backpressure-rep3,backpressure,16.0
6.082709756999975,35,0,0,54.0,0.0,hold,backpressure-rep3,backpressure,16.0
6.58623730799809,35,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
7.093033109998942,35,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
7.599090968000382,36,0,0,57.0,0.0,increase,backpressure-rep3,backpressure,16.0
8.104228461001185,36,0,0,57.0,0.0,hold,backpressure-rep3,backpressure,16.0
8.607811407000554,36,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
9.115498481998657,36,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
9.625182027000847,37,0,0,56.0,0.0,increase,backpressure-rep3,backpressure,16.0
10.131108114997915,37,0,0,57.0,0.0,hold,backpressure-rep3,backpressure,16.0
10.636199423999642,37,0,0,57.0,0.0,hold,backpressure-rep3,backpressure,16.0
11.142547095998452,37,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
11.649916368998674,38,0,0,57.0,0.0,increase,backpressure-rep3,backpressure,16.0
12.154943223998998,38,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
12.659561182001198,38,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
13.163413743997808,38,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
13.66713375999825,39,0,0,55.0,0.0,increase,backpressure-rep3,backpressure,16.0
14.171788240000751,39,0,0,57.0,0.0,hold,backpressure-rep3,backpressure,16.0
14.679074603998743,39,0,0,56.0,0.0,hold,backpressure-rep3,backpressure,16.0
15.18614401800005,39,3,0,60.0,0.0,hold,backpressure-rep3,backpressure,16.0
15.690292915998725,40,11,1,70.0,0.0,increase,backpressure-rep3,backpressure,16.0
16.20268292199762,40,20,0,82.0,0.0,hold,backpressure-rep3,backpressure,16.0
16.709830916999636,40,28,0,96.0,0.0,hold,backpressure-rep3,backpressure,16.0
17.21474907099764,40,36,0,109.0,0.0,hold,backpressure-rep3,backpressure,16.0
17.718930538998393,41,40,4,120.0,0.0,increase,backpressure-rep3,backpressure,16.0
18.225027368000156,41,41,11,131.0,0.0,hold,backpressure-rep3,backpressure,16.0
18.735010840999166,41,41,19,141.0,0.0,hold,backpressure-rep3,backpressure,16.0
19.244954613001028,41,41,27,149.0,0.0,hold,backpressure-rep3,backpressure,16.0
19.75003133700011,42,41,35,153.0,0.0,increase,backpressure-rep3,backpressure,16.0
20.260290106998582,42,42,43,158.0,0.0,hold,backpressure-rep3,backpressure,16.0
20.768070867998176,42,42,48,158.0,0.0,hold,backpressure-rep3,backpressure,16.0
21.272049128998333,42,42,53,161.0,0.0,hold,backpressure-rep3,backpressure,16.0
21.77838489699934,43,42,57,162.0,0.0,increase,backpressure-rep3,backpressure,16.0
22.291609592997702,43,43,59,162.0,0.0,hold,backpressure-rep3,backpressure,16.0
22.795913060999737,43,43,62,161.0,0.0,hold,backpressure-rep3,backpressure,16.0
23.305476952999015,43,43,66,163.0,0.0,hold,backpressure-rep3,backpressure,16.0
23.822377844000584,44,43,69,161.0,0.0,increase,backpressure-rep3,backpressure,16.0
24.334420437000517,44,44,71,161.0,0.0,hold,backpressure-rep3,backpressure,16.0
24.842614197998046,44,44,74,161.0,0.0,hold,backpressure-rep3,backpressure,16.0
25.347220448998996,44,44,81,162.0,0.0,hold,backpressure-rep3,backpressure,16.0
25.860384076000628,45,44,89,161.0,0.0,increase,backpressure-rep3,backpressure,16.0
26.3807639129991,45,45,97,163.0,0.0,hold,backpressure-rep3,backpressure,16.0
26.888002888998017,45,45,105,162.0,0.0,hold,backpressure-rep3,backpressure,16.0
27.391928741999436,45,45,112,161.0,0.0,hold,backpressure-rep3,backpressure,16.0
27.896719050000684,46,45,120,160.0,0.0,increase,backpressure-rep3,backpressure,16.0
28.409345579999354,46,46,122,160.0,0.0,hold,backpressure-rep3,backpressure,16.0
28.91404591099854,46,46,127,162.0,0.0,hold,backpressure-rep3,backpressure,16.0
29.418060011998023,46,45,130,160.0,0.0,hold,backpressure-rep3,backpressure,16.0
29.92837831900033,47,46,132,160.0,0.0,increase,backpressure-rep3,backpressure,16.0
30.432762971999182,47,47,127,162.0,0.0,hold,backpressure-rep3,backpressure,16.0
30.942865133998566,47,47,122,161.0,0.0,hold,backpressure-rep3,backpressure,16.0
31.447059316000377,47,47,116,162.0,0.0,hold,backpressure-rep3,backpressure,16.0
31.950562162997812,48,47,110,161.0,0.0,increase,backpressure-rep3,backpressure,16.0
32.45633114700104,48,48,107,163.0,0.0,hold,backpressure-rep3,backpressure,16.0
32.964937012999144,48,48,107,163.0,0.0,hold,backpressure-rep3,backpressure,16.0
33.47519956600081,48,48,106,164.0,0.0,hold,backpressure-rep3,backpressure,16.0
33.98503761499887,49,48,106,164.0,0.0,increase,backpressure-rep3,backpressure,16.0
34.490329332998954,49,49,105,166.0,0.0,hold,backpressure-rep3,backpressure,16.0
34.99391198399826,49,49,104,166.0,0.0,hold,backpressure-rep3,backpressure,16.0
35.49804769699767,49,49,100,165.0,0.0,hold,backpressure-rep3,backpressure,16.0
36.008343064000655,50,48,97,167.0,0.0,increase,backpressure-rep3,backpressure,16.0
36.52417248499842,50,50,90,166.0,0.0,hold,backpressure-rep3,backpressure,16.0
37.030223760997615,50,50,86,167.0,0.0,hold,backpressure-rep3,backpressure,16.0
37.53657108799962,50,50,80,168.0,0.0,hold,backpressure-rep3,backpressure,16.0
38.04645219599843,51,50,75,167.0,0.0,increase,backpressure-rep3,backpressure,16.0
38.55901777100007,51,51,68,167.0,0.0,hold,backpressure-rep3,backpressure,16.0
39.07139814599941,51,51,62,167.0,0.0,hold,backpressure-rep3,backpressure,16.0
39.581926539998676,51,51,57,168.0,0.0,hold,backpressure-rep3,backpressure,16.0
40.09728476899909,52,51,56,168.0,0.0,increase,backpressure-rep3,backpressure,16.0
40.601582428000256,52,52,54,168.0,0.0,hold,backpressure-rep3,backpressure,16.0
41.11662895699919,52,52,54,170.0,0.0,hold,backpressure-rep3,backpressure,16.0
